Frequency (Hz)	Level (dB)
5641.699219	-91.936523
5647.082520	-91.616859
5652.465820	-91.770462
5657.849121	-91.835617
5663.232422	-91.728500
5668.615723	-91.811493
5673.999023	-91.900688
5679.382324	-91.745010
5684.765625	-92.001755
5690.148926	-91.878441
5695.532227	-91.762955
5700.915527	-91.997787
5706.298828	-91.831215
5711.682129	-91.933891
5717.065430	-91.998138
5722.448730	-91.880806
5727.832031	-92.145348
5733.215332	-91.887947
5738.598633	-91.953682
5743.981934	-92.148918
5749.365234	-91.997849
5754.748535	-92.032425
5760.131836	-92.002007
5765.515137	-92.159630
5770.898438	-92.149780
5776.281738	-92.046127
5781.665039	-92.067970
5787.048340	-92.196327
5792.431641	-92.217598
5797.814941	-92.057259
5803.198242	-92.239288
5808.581543	-92.065063
5813.964844	-92.289566
5819.348145	-92.237366
5824.731445	-92.228233
5830.114746	-92.290443
5835.498047	-92.254898
5840.881348	-92.205147
5846.264648	-92.406265
5851.647949	-92.316689
5857.031250	-92.235901
5862.414551	-92.363083
5867.797852	-92.371490
5873.181152	-92.417877
5878.564453	-92.400291
5883.947754	-92.394951
5889.331055	-92.295830
5894.714355	-92.525520
5900.097656	-92.462280
5905.480957	-92.381310
5910.864258	-92.462662
5916.247559	-92.531067
5921.630859	-92.562805
5927.014160	-92.495819
5932.397461	-92.468925
5937.780762	-92.408760
5943.164063	-92.844116
5948.547363	-92.304512
5953.930664	-92.620041
5959.313965	-92.646812
5964.697266	-92.516747
5970.080566	-92.751366
5975.463867	-92.567772
5980.847168	-92.553894
5986.230469	-92.677963
5991.613770	-92.621887
5996.997070	-92.666534
6002.380371	-92.854767
6007.763672	-92.675682
6013.146973	-92.612061
6018.530273	-92.793427
6023.913574	-92.743202
6029.296875	-92.760025
6034.680176	-92.755615
6040.063477	-92.805763
6045.446777	-92.748749
6050.830078	-92.741585
6056.213379	-92.973511
6061.596680	-92.984680
6066.979980	-92.505989
6072.363281	-93.160576
6077.746582	-92.843658
6083.129883	-92.790466
6088.513184	-92.981041
6093.896484	-93.035782
6099.279785	-92.821007
6104.663086	-92.932983
6110.046387	-92.913307
6115.429688	-93.116829
6120.812988	-92.873032
6126.196289	-92.951927
6131.579590	-93.087257
6136.962891	-92.977440
6142.346191	-92.906822
6147.729492	-93.157593
6153.112793	-92.957550
6158.496094	-93.100761
6163.879395	-93.132767
6169.262695	-93.096214
6174.645996	-93.131744
6180.029297	-93.055191
6185.412598	-93.193192
6190.795898	-93.152504
6196.179199	-93.124237
6201.562500	-93.237755
6206.945801	-93.246162
6212.329102	-92.971001
6217.712402	-93.376915
6223.095703	-93.233322
6228.479004	-93.103302
6233.862305	-93.281677
6239.245605	-93.310539
6244.628906	-93.394684
6250.012207	-93.066383
6255.395508	-93.454018
6260.778809	-93.260071
6266.162109	-93.327217
6271.545410	-93.164261
6276.928711	-93.572395
6282.312012	-93.092735
6287.695313	-93.461761
6293.078613	-93.432793
6298.461914	-93.449821
6303.845215	-93.258812
6309.228516	-93.719452
