Frequency (Hz)	Level (dB)
5318.701172	-152.556076
5324.084473	-152.477448
5329.467773	-151.363403
5334.851074	-153.331253
5340.234375	-153.099564
5345.617676	-151.598434
5351.000977	-153.127777
5356.384277	-151.931259
5361.767578	-150.724457
5367.150879	-149.669235
5372.534180	-148.858078
5377.917480	-153.143845
5383.300781	-159.166611
5388.684082	-156.254471
5394.067383	-155.357315
5399.450684	-153.769531
5404.833984	-155.721878
5410.217285	-156.143600
5415.600586	-153.220444
5420.983887	-150.839020
5426.367188	-151.144638
5431.750488	-154.064117
5437.133789	-153.239975
5442.517090	-152.515564
5447.900391	-151.944443
5453.283691	-154.401901
5458.666992	-154.547363
5464.050293	-157.413971
5469.433594	-155.959961
5474.816895	-154.809723
5480.200195	-156.294174
5485.583496	-156.488571
5490.966797	-155.377579
5496.350098	-156.706436
5501.733398	-155.416794
5507.116699	-154.761948
5512.500000	-158.229660
5517.883301	-157.779572
5523.266602	-153.374283
5528.649902	-151.936035
5534.033203	-153.944962
5539.416504	-152.615906
5544.799805	-151.642899
5550.183105	-152.205170
5555.566406	-152.261597
5560.949707	-151.437164
5566.333008	-154.635727
5571.716309	-156.405151
5577.099609	-154.896652
5582.482910	-160.224609
5587.866211	-159.704361
5593.249512	-158.683151
5598.632813	-157.389267
5604.016113	-155.924622
5609.399414	-155.034058
5614.782715	-153.577866
5620.166016	-154.270706
5625.549316	-154.598190
5630.932617	-151.933868
5636.315918	-155.054169
5641.699219	-155.129486
5647.082520	-153.538864
5652.465820	-156.353256
5657.849121	-160.801697
5663.232422	-154.727859
5668.615723	-154.336075
5673.999023	-156.552124
5679.382324	-156.486618
5684.765625	-152.923431
5690.148926	-151.733307
5695.532227	-151.626541
5700.915527	-151.426636
5706.298828	-153.248840
5711.682129	-156.615311
5717.065430	-158.213837
5722.448730	-161.335785
5727.832031	-155.501404
5733.215332	-154.111267
5738.598633	-158.611679
5743.981934	-154.937134
5749.365234	-154.451935
5754.748535	-159.081528
5760.131836	-157.878845
5765.515137	-156.430542
5770.898438	-154.185852
5776.281738	-156.559357
5781.665039	-159.198898
5787.048340	-155.733795
5792.431641	-154.814423
5797.814941	-154.877029
5803.198242	-155.374344
5808.581543	-154.833389
5813.964844	-156.756470
5819.348145	-156.148987
5824.731445	-154.165619
5830.114746	-158.219147
5835.498047	-162.862808
5840.881348	-156.016418
5846.264648	-155.732300
5851.647949	-156.562424
5857.031250	-155.428726
5862.414551	-159.800476
5867.797852	-160.791809
5873.181152	-156.549255
5878.564453	-156.040726
5883.947754	-156.982376
5889.331055	-157.185501
5894.714355	-158.983292
5900.097656	-158.695953
5905.480957	-157.900375
5910.864258	-157.593155
5916.247559	-158.067261
5921.630859	-157.325165
5927.014160	-155.841095
5932.397461	-156.173508
5937.780762	-155.418625
5943.164063	-153.911667
5948.547363	-153.734329
5953.930664	-156.474945
5959.313965	-158.850296
5964.697266	-158.160339
5970.080566	-159.004211
5975.463867	-156.906372
5980.847168	-154.490692
5986.230469	-161.089325
5991.613770	-157.346146
5996.997070	-156.370987
6002.380371	-157.512924
6007.763672	-158.686035
6013.146973	-159.036057
6018.530273	-159.648041
6023.913574	-162.159424
6029.296875	-160.061310
6034.680176	-157.645920
6040.063477	-158.043533
6045.446777	-159.745636
6050.830078	-157.266113
6056.213379	-156.423859
6061.596680	-156.399216
6066.979980	-156.178360
6072.363281	-158.130386
6077.746582	-159.457886
6083.129883	-159.255646
6088.513184	-157.655823
6093.896484	-157.007935
6099.279785	-158.863098
6104.663086	-159.075287
6110.046387	-160.288773
6115.429688	-159.078552
6120.812988	-158.411530
6126.196289	-160.145477
6131.579590	-158.889313
6136.962891	-160.729675
6142.346191	-159.897583
6147.729492	-157.418091
6153.112793	-156.650833
6158.496094	-156.344650
6163.879395	-157.520584
6169.262695	-162.072311
6174.645996	-160.158966
6180.029297	-157.851212
6185.412598	-158.849899
6190.795898	-164.837921
6196.179199	-161.941498
6201.562500	-160.763031
6206.945801	-161.128540
6212.329102	-158.257980
6217.712402	-157.779999
6223.095703	-159.412979
6228.479004	-158.636398
6233.862305	-159.560059
6239.245605	-160.871597
6244.628906	-161.399750
6250.012207	-162.947220
6255.395508	-162.613983
6260.778809	-160.318787
6266.162109	-161.426178
6271.545410	-159.978394
6276.928711	-160.603561
6282.312012	-157.679291
6287.695313	-161.201675
6293.078613	-159.075729
6298.461914	-157.111908
6303.845215	-156.787354
6309.228516	-157.848633
6314.611816	-158.288193
