Frequency (Hz)	Level (dB)
4344.323730	-108.205231
4349.707031	-108.258179
4355.090332	-108.125938
4360.473633	-108.231445
4365.856934	-108.284492
4371.240234	-108.111961
4376.623535	-108.265770
4382.006836	-108.347427
4387.390137	-108.233543
4392.773438	-108.239960
4398.156738	-108.362976
4403.540039	-108.212837
4408.923340	-108.317787
4414.306641	-108.481659
4419.689941	-108.136261
4425.073242	-108.467491
4430.456543	-108.296242
4435.839844	-108.475052
4441.223145	-108.258705
4446.606445	-108.571770
4451.989746	-108.339851
4457.373047	-108.346825
4462.756348	-108.489120
4468.139648	-108.399849
4473.522949	-108.587189
4478.906250	-108.375885
4484.289551	-108.430252
4489.672852	-108.683823
4495.056152	-108.410713
4500.439453	-108.547806
4505.822754	-108.517151
4511.206055	-108.634338
4516.589355	-108.406586
4521.972656	-108.603775
4527.355957	-108.598495
4532.739258	-108.569527
4538.122559	-108.700264
4543.505859	-108.577019
4548.889160	-108.701447
4554.272461	-108.554520
4559.655762	-108.688957
4565.039063	-108.569374
4570.422363	-108.799789
4575.805664	-108.538666
4581.188965	-108.690613
4586.572266	-108.735191
4591.955566	-108.692772
4597.338867	-108.791428
4602.722168	-108.683228
4608.105469	-108.846840
4613.488770	-108.659851
4618.872070	-108.943436
4624.255371	-108.787804
4629.638672	-108.739792
4635.021973	-108.768349
4640.405273	-108.885216
4645.788574	-108.806168
4651.171875	-108.925934
4656.555176	-108.764488
4661.938477	-108.895706
4667.321777	-108.843834
4672.705078	-108.914192
4678.088379	-109.044601
4683.471680	-108.725998
4688.854980	-108.997955
4694.238281	-108.875946
4699.621582	-108.907654
4705.004883	-109.079529
4710.388184	-108.903214
4715.771484	-109.007591
4721.154785	-108.943794
4726.538086	-108.925316
4731.921387	-109.108116
4737.304688	-108.996445
4742.687988	-108.947945
4748.071289	-109.140327
4753.454590	-109.190056
4758.837891	-108.769005
4764.221191	-109.291977
4769.604492	-108.905762
4774.987793	-109.278793
4780.371094	-109.070396
4785.754395	-109.134758
4791.137695	-109.056938
4796.520996	-109.047310
4801.904297	-109.308205
4807.287598	-109.086632
4812.670898	-109.374268
4818.054199	-108.883980
4823.437500	-109.422859
4828.820801	-109.155220
4834.204102	-109.127159
4839.587402	-109.308449
4844.970703	-109.103401
4850.354004	-109.627106
4855.737305	-108.893501
4861.120605	-109.464348
4866.503906	-109.259293
4871.887207	-109.260788
4877.270508	-109.310982
4882.653809	-109.508438
4888.037109	-109.150902
4893.420410	-109.402122
4898.803711	-109.257896
4904.187012	-109.320374
4909.570313	-109.206619
4914.953613	-109.699005
4920.336914	-109.059647
4925.720215	-109.632721
4931.103516	-109.220055
4936.486816	-109.448830
4941.870117	-109.599388
4947.253418	-109.344788
4952.636719	-109.171104
4958.020020	-109.790146
4963.403320	-109.237083
4968.786621	-109.667641
4974.169922	-109.280434
4979.553223	-109.927574
4984.936523	-109.191055
4990.319824	-109.646873
4995.703125	-109.346161
5001.086426	-109.549797
5006.469727	-109.535606
5011.853027	-109.624794
5017.236328	-109.587700
5022.619629	-109.209595
5028.002930	-110.063042
5033.386230	-109.318466
5038.769531	-109.828812
5044.152832	-109.381332
5049.536133	-110.104019
5054.919434	-109.124825
5060.302734	-109.754311
5065.686035	-109.589622
5071.069336	-109.729950
5076.452637	-109.808296
5081.835938	-109.607285
5087.219238	-109.827835
5092.602539	-109.577171
5097.985840	-109.684319
5103.369141	-109.699196
5108.752441	-109.608238
5114.135742	-109.954231
5119.519043	-109.479179
5124.902344	-109.807945
5130.285645	-110.087715
5135.668945	-109.531532
5141.052246	-109.570625
5146.435547	-110.004021
5151.818848	-109.728523
5157.202148	-109.705864
5162.585449	-110.183296
5167.968750	-109.556206
5173.352051	-110.023407
5178.735352	-110.066086
5184.118652	-109.404213
5189.501953	-110.112015
5194.885254	-109.944733
5200.268555	-109.895935
5205.651855	-109.558868
5211.035156	-110.573280
5216.418457	-109.728607
5221.801758	-109.927643
5227.185059	-109.941994
5232.568359	-109.876053
5237.951660	-110.256676
5243.334961	-109.665100
5248.718262	-110.138664
5254.101563	-109.812874
5259.484863	-110.012863
5264.868164	-110.168846
5270.251465	-109.837540
5275.634766	-110.658760
5281.018066	-109.497978
5286.401367	-110.150040
5291.784668	-110.024086
5297.167969	-109.909378
5302.551270	-110.161461
5307.934570	-110.310608
5313.317871	-109.825340
5318.701172	-110.414543
5324.084473	-109.562424
5329.467773	-110.587189
5334.851074	-109.993690
5340.234375	-110.115105
5345.617676	-110.216171
5351.000977	-110.007385
5356.384277	-110.324440
5361.767578	-110.392853
5367.150879	-109.966652
5372.534180	-110.211899
5377.917480	-110.238258
5383.300781	-110.195816
5388.684082	-110.414864
5394.067383	-109.859390
5399.450684	-110.566948
5404.833984	-110.229393
5410.217285	-110.310562
5415.600586	-109.920090
5420.983887	-110.405823
5426.367188	-110.435257
5431.750488	-110.211357
5437.133789	-110.309204
5442.517090	-109.988197
5447.900391	-111.099579
5453.283691	-109.785210
5458.666992	-110.236298
5464.050293	-110.962883
5469.433594	-109.962090
5474.816895	-110.548805
5480.200195	-110.463783
5485.583496	-110.294647
5490.966797	-110.480415
5496.350098	-110.629524
5501.733398	-110.276947
5507.116699	-110.150108
5512.500000	-110.704926
5517.883301	-110.463676
5523.266602	-110.731163
5528.649902	-109.881126
5534.033203	-111.054321
5539.416504	-110.386902
5544.799805	-110.697472
5550.183105	-109.875870
5555.566406	-110.666649
5560.949707	-110.880836
5566.333008	-110.569260
5571.716309	-110.324081
5577.099609	-110.390312
5582.482910	-110.759018
5587.866211	-110.493820
5593.249512	-110.945221
5598.632813	-109.782463
5604.016113	-111.437462
5609.399414	-110.091972
5614.782715	-110.785057
5620.166016	-110.421112
5625.549316	-110.690636
5630.932617	-110.512001
5636.315918	-110.573074
5641.699219	-111.044868
5647.082520	-110.036224
5652.465820	-111.547523
5657.849121	-110.462921
5663.232422	-110.491577
5668.615723	-110.511131
5673.999023	-110.772392
5679.382324	-110.416946
5684.765625	-110.901001
5690.148926	-111.151985
5695.532227	-110.062119
5700.915527	-110.935280
5706.298828	-110.377434
5711.682129	-111.215569
5717.065430	-110.899536
5722.448730	-110.644562
5727.832031	-110.760628
5733.215332	-110.726227
5738.598633	-110.892548
5743.981934	-111.199440
5749.365234	-109.851845
5754.748535	-111.769203
5760.131836	-110.454399
5765.515137	-110.809669
5770.898438	-111.240105
5776.281738	-110.605896
5781.665039	-111.201302
5787.048340	-110.830338
5792.431641	-110.578644
5797.814941	-110.652260
5803.198242	-111.009613
5808.581543	-111.293785
5813.964844	-110.430161
5819.348145	-110.930336
5824.731445	-110.643013
5830.114746	-111.443153
5835.498047	-111.000496
5840.881348	-110.812767
5846.264648	-110.685616
5851.647949	-110.958076
5857.031250	-111.005836
5862.414551	-111.391388
5867.797852	-110.285057
5873.181152	-111.081383
5878.564453	-111.673897
5883.947754	-110.753777
5889.331055	-110.586784
5894.714355	-111.540840
5900.097656	-110.987709
5905.480957	-110.874146
5910.864258	-111.104561
5916.247559	-111.335999
5921.630859	-111.142853
5927.014160	-111.295700
5932.397461	-110.703247
5937.780762	-111.249603
5943.164063	-110.204468
5948.547363	-112.521912
5953.930664	-110.205826
5959.313965	-111.537048
5964.697266	-111.423828
5970.080566	-110.702271
5975.463867	-110.633850
5980.847168	-111.785873
5986.230469	-111.515747
5991.613770	-110.673332
5996.997070	-111.139725
6002.380371	-110.937820
6007.763672	-111.598206
6013.146973	-111.076546
6018.530273	-111.133621
6023.913574	-112.393646
6029.296875	-110.045410
6034.680176	-111.657669
6040.063477	-111.432709
6045.446777	-111.548241
6050.830078	-110.869423
6056.213379	-111.909111
6061.596680	-110.462227
6066.979980	-111.929352
6072.363281	-111.039238
6077.746582	-111.271286
6083.129883	-111.318451
6088.513184	-110.898155
6093.896484	-112.079567
6099.279785	-110.821014
6104.663086	-111.652840
6110.046387	-111.032654
6115.429688	-112.219406
6120.812988	-110.842491
6126.196289	-111.214371
6131.579590	-110.829689
6136.962891	-112.384590
6142.346191	-110.899979
6147.729492	-111.018013
6153.112793	-112.167557
6158.496094	-111.126549
6163.879395	-111.853668
6169.262695	-111.466667
6174.645996	-111.172775
6180.029297	-111.419373
6185.412598	-111.755707
6190.795898	-110.946129
6196.179199	-111.759331
6201.562500	-111.546188
6206.945801	-111.663826
6212.329102	-111.766884
6217.712402	-110.598587
6223.095703	-112.910271
6228.479004	-110.207787
6233.862305	-112.886665
6239.245605	-110.353539
6244.628906	-112.690392
6250.012207	-111.427200
6255.395508	-111.441002
6260.778809	-111.213776
6266.162109	-112.162354
6271.545410	-111.180862
6276.928711	-111.908859
6282.312012	-110.736977
6287.695313	-112.080727
6293.078613	-111.745239
6298.461914	-112.283951
6303.845215	-111.273415
6309.228516	-111.867699
